sample_name,description,category,violation_type,type,link
stemforkids_122.jpg,Gambar tersebut menampilkan anak-anak yang sedang mengikuti kegiatan perkemahan teknik. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan mempromosikan kegiatan positif dan pendidikan.,safe,,image,https://www.instagram.com/p/DVrauWqjVnh/
stemforkids_123.jpg,Gambar tersebut menampilkan diagram paru-paru manusia dan model paru-paru buatan. Konten ini bersifat edukatif dan tidak mengandung unsur-unsur yang berbahaya atau tidak pantas bagi anak-anak. Gambar ini cocok untuk pembelajaran sains atau biologi.,safe,,image,https://www.instagram.com/p/DVrauWqjVnh/
stemforkids_124.jpg,Gambar tersebut menampilkan karakter LEGO yang sedang mempromosikan perkemahan musim semi Code Ninjas. Gambar ini cerah dan menyenangkan serta tidak mengandung konten yang tidak pantas atau berbahaya bagi anak-anak.,safe,,image,https://www.instagram.com/p/DVrauWqjVnh/
stemforkids_125.jpg,Gambar tersebut menampilkan seorang anak yang sedang mengerjakan tugas sekolah yaitu membuat model paru-paru manusia dari plastisin. Gambar ini aman karena tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak dan bersifat edukatif.,safe,,image,https://www.instagram.com/p/DVrauWqjVnh/
stemforkids_126.jpg,"Invalid operation: The `response.parts` quick accessor requires a single candidate, but but `response.candidates` is empty.
This appears to be caused by a blocked prompt, see `response.prompt_feedback`: block_reason: PROHIBITED_CONTENT
",safe,,image,https://www.instagram.com/p/DVrauWqjVnh/
stemforkids_127.jpg,Gambar tersebut menampilkan kegiatan mewarnai atau membuat kerajinan tangan dengan cat air dan bentuk-bentuk sederhana seperti pohon. Tidak ada elemen yang bersifat seksual kekerasan atau konten negatif lainnya yang dapat membahayakan anak-anak. Gambar ini aman dan sesuai untuk anak-anak.,safe,,image,https://www.instagram.com/p/DVrauWqjVnh/
stemforkids_128.jpg,"Gambar tersebut menampilkan seorang anak laki-laki yang memegang sebuah karya berupa paru-paru yang digambarnya. Objek tersebut merupakan karya dari seorang anak dan pantas untuk dilihat oleh anak-anak karena bersifat mendidik dan edukatif.
stemforkids_124.jpg,SAFE,Gambar tersebut adalah diagram paru-paru manusia yang dibuat dengan bahan sederhana seperti plastik dan kertas. Konten ini bersifat edukatif dan tidak mengandung unsur negatif yang berbahaya bagi anak-anak karena hanya menampilkan organ tubuh manusia dan label bagian-bagiannya.
stemforkids_125.jpg,SAFE,Gambar tersebut adalah model paru-paru manusia yang dibuat untuk keperluan pendidikan. Model ini menampilkan bagian-bagian paru-paru dan diafragma dengan label yang jelas dan tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak. Gambar ini bersifat informatif dan mendukung pembelajaran sains.
stemforkids_126.jpg,SAFE,Gambar tersebut adalah diagram anatomi paru-paru manusia yang digambar tangan dengan label bagian-bagiannya. Konten ini bersifat edukatif dan tidak mengandung unsur negatif atau berbahaya bagi anak-anak. Gambar ini cocok untuk pembelajaran sains atau biologi.
stemforkids_127.jpg,SAFE,Gambar tersebut menampilkan lukisan yang berupa organ paru-paru manusia dengan penggunaan warna merah muda. Representasi ini bersifat edukatif dan pantas untuk dikonsumsi anak-anak. Gambar ini mengandung konten yang edukatif dan mengembangkan pengetahuan anak tentang organ manusia.
stemforkids_128.jpg,SAFE,Gambar tersebut menampilkan papan tantangan matematika dengan tema bola basket dan nama-nama peserta. Konten ini bersifat edukatif dan tidak mengandung unsur-unsur negatif yang berbahaya bagi anak-anak. Papan ini mendorong kompetisi sehat dan pembelajaran matematika.
stemforkids_129.jpg,SAFE,Gambar tersebut adalah poster promosi acara musim semi untuk anak-anak yang berfokus pada perbedaan antara katak dan kodok. Gambar ini menampilkan ilustrasi katak dan kodok yang ramah serta informasi tentang kegiatan belajar yang menyenangkan dan interaktif untuk anak-anak usia sekolah dasar sehingga aman untuk anak-anak. Tidak ada konten negatif atau berbahaya yang terlihat dalam gambar ini.
stemforkids_13.jpg,SAFE,Gambar tersebut menampilkan karakter LEGO yang sedang mempromosikan perkemahan musim semi Code Ninjas. Gambar ini cerah dan menyenangkan serta tidak mengandung konten yang tidak pantas atau berbahaya bagi anak-anak.
stemforkids_130.jpg,SAFE,Gambar tersebut menampilkan produk mainan berupa mini garden dengan tema dinosaurus unicorn mermaid dan axolotl. Produk ini dirancang untuk anak-anak dan tidak mengandung konten yang berbahaya atau tidak pantas bagi mereka. Gambar ini aman karena menampilkan kegiatan kreatif dan edukatif yang sesuai untuk anak-anak.
stemforkids_131.jpg,SAFE,Gambar tersebut menampilkan promosi kamp sains untuk anak-anak dengan menampilkan anak-anak yang sedang melakukan eksperimen sains di laboratorium. Konten ini bersifat edukatif dan positif serta tidak mengandung unsur-unsur yang berbahaya atau tidak pantas bagi anak-anak. Gambar ini mendorong rasa ingin tahu dan pembelajaran sains.
stemforkids_132.jpg,SAFE,Gambar tersebut adalah poster promosi acara STEM untuk anak-anak yang menampilkan ilustrasi bumi pohon awan dan matahari. Kontennya bersifat edukatif dan ramah anak tidak mengandung unsur negatif atau berbahaya bagi perkembangan anak. Poster ini mengundang komunitas untuk acara yang menyenangkan dan interaktif.
stemforkids_133.jpg,SAFE,Gambar tersebut adalah poster promosi untuk program liburan anak-anak yang disebut """"March Break Program"""" yang diselenggarakan oleh """"The Brick Nest"""". Gambar tersebut menampilkan anak-anak yang sedang bermain dan berinteraksi dengan burung beo serta informasi tentang program tersebut yang bersifat edukatif dan menyenangkan sehingga aman untuk anak-anak. Tidak ada konten negatif atau berbahaya yang terkandung dalam gambar ini.""",safe,,image,https://www.instagram.com/p/DVrbkbIkUko/
stemforkids_129.jpg,"Gambar tersebut menampilkan seorang wanita yang tersenyum dengan teks ""America Tonight with Kate Delaney"". Gambar ini tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak dan merupakan potret profesional yang umum.",safe,,image,https://www.instagram.com/p/DVrjFzeAeAZ/
stemforkids_130.jpg,Gambar tersebut adalah poster promosi untuk kelas membuat game untuk anak-anak. Kontennya bersifat edukatif dan positif serta tidak mengandung unsur-unsur yang berbahaya atau tidak pantas bagi anak-anak. Gambar ini mempromosikan kegiatan yang bermanfaat dan aman bagi perkembangan anak.,safe,,image,https://www.instagram.com/p/DVrjY2VCM2D/
stemforkids_131.jpg,Gambar tersebut menampilkan sekelompok anak-anak sekolah dasar yang mengenakan kaos bertema STEM dan berjalan di lorong sekolah. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan gambar tersebut mempromosikan pendidikan sains.,safe,,image,https://www.instagram.com/p/DVrmxTijxo8/
stemforkids_132.jpg,Gambar tersebut menampilkan sekelompok anak-anak sekolah dasar yang mengenakan kaos bertema STEM dan berjalan di lorong sekolah. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan gambar tersebut mempromosikan pendidikan sains.,safe,,image,https://www.instagram.com/p/DVrmzfuFgbb/
stemforkids_133.jpg,Gambar tersebut menampilkan sekelompok anak-anak yang sedang mengikuti kegiatan di dalam kelas bersama seorang guru atau pendamping. Tidak ada indikasi konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini sehingga aman untuk dikonsumsi.,safe,,image,https://www.instagram.com/p/DVrsbkeGgZd/
stemforkids_134.jpg,Gambar tersebut menampilkan sekelompok anak-anak yang sedang melakukan kegiatan origami di dalam kelas. Tidak ada elemen visual atau konten yang mengindikasikan adanya hal yang tidak aman atau tidak pantas bagi anak-anak. Kegiatan ini bersifat edukatif dan positif.,safe,,image,https://www.instagram.com/p/DVrthyUCv3Z/
stemforkids_135.jpg,Gambar tersebut menampilkan karakter LEGO yang sedang mempromosikan perkemahan musim semi Code Ninjas. Gambar ini cerah dan menyenangkan serta tidak mengandung konten yang tidak pantas atau berbahaya bagi anak-anak.,safe,,image,https://www.instagram.com/p/DVrtxY3AUpW/
stemforkids_136.jpg,Gambar tersebut menampilkan sekelompok remaja yang sedang bekerja di dalam kelas atau ruang sekolah. Tidak ada indikasi konten yang tidak aman atau berbahaya bagi anak-anak dalam gambar ini dan aktivitas yang dilakukan terlihat positif dan konstruktif.,safe,,image,https://www.instagram.com/p/DVrv12pEUeC/
stemforkids_138.jpg,Gambar tersebut memperlihatkan sekelompok anak-anak yang sedang melakukan kegiatan di dalam kelas. Tidak ada indikasi konten yang tidak pantas atau berbahaya bagi anak-anak dalam gambar ini sehingga aman untuk dikonsumsi.,safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_139.jpg,Gambar tersebut menampilkan sekelompok anak-anak yang sedang mengerjakan tugas sekolah dengan bantuan seorang guru atau mentor. Tidak ada elemen dalam gambar yang bersifat seksual eksplisit kekerasan atau berbahaya bagi anak-anak sehingga gambar ini aman untuk dikonsumsi.,safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_140.jpg,Gambar tersebut memperlihatkan sekelompok anak-anak dan orang dewasa di dalam kelas yang sedang bermain menggunakan gelas kertas sebagai telepon. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan aktivitasnya terlihat positif dan edukatif.,safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_141.jpg,Gambar tersebut menunjukkan sekelompok anak-anak di dalam kelas yang sedang bermain dengan gulungan kertas toilet. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan aktivitasnya tampak tidak berbahaya serta edukatif.,safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_142.jpg,Gambar tersebut menampilkan sekelompok anak-anak di dalam kelas dengan guru mereka. Tidak ada konten yang melanggar pedoman keamanan anak-anak seperti kekerasan seksual atau konten dewasa dalam gambar ini. Gambar tersebut tampak seperti kegiatan belajar mengajar yang normal dan aman bagi anak-anak.,safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_143.jpg,Gambar tersebut adalah poster promosi untuk kelas sains dan seni anak-anak. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan fokusnya adalah pada pendidikan dan kreativitas. Gambar ini aman untuk dikonsumsi anak-anak.,safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_144.jpg,"Gambar tersebut menampilkan seorang wanita yang tersenyum dengan teks ""America Tonight with Kate Delaney"". Gambar ini tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak dan merupakan potret profesional yang umum.",safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_145.jpg,"Gambar tersebut menampilkan teks ""HEALTH CAREER PATHWAYS"" dengan ilustrasi stetoskop tas dan beberapa objek merah yang menyerupai peralatan medis. Gambar ini mempromosikan jalur karir di bidang kesehatan dan tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak.",safe,,image,https://www.instagram.com/p/DVrwVmWlear/
stemforkids_146.jpg,"Gambar tersebut menampilkan teks ""HEALTH CAREER PATHWAYS"" dengan ilustrasi stetoskop tas dan beberapa objek merah yang menyerupai peralatan medis. Gambar ini mempromosikan jalur karir di bidang kesehatan dan tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak.",safe,,image,https://www.instagram.com/p/DVrxYGVDdc1/
stemforkids_148.jpg,Gambar tersebut menampilkan karakter LEGO yang sedang mempromosikan perkemahan musim semi Code Ninjas. Gambar ini cerah dan menyenangkan serta tidak mengandung konten yang tidak pantas atau berbahaya bagi anak-anak.,safe,,image,https://www.instagram.com/p/DVr2wvfDqnI/
stemforkids_150.jpg,Gambar tersebut adalah infografis tentang profesi teknolog laboratorium medis yang menampilkan seorang wanita sedang bekerja di laboratorium. Konten ini bersifat edukatif dan tidak mengandung unsur-unsur negatif yang berbahaya bagi anak-anak. Gambar ini memberikan informasi tentang pekerjaan dan pendidikan yang relevan.,safe,,image,https://www.instagram.com/p/DVr3P2AjnM7/
stemforkids_151.jpg,Gambar tersebut adalah infografis tentang profesi perfusionist yang menjelaskan tugas pekerjaan gaji dan pendidikan yang dibutuhkan. Gambar ini tidak mengandung konten yang berbahaya atau tidak pantas untuk anak-anak dan bersifat informatif.,safe,,image,https://www.instagram.com/p/DVr3P2AjnM7/
stemforkids_152.jpg,Gambar tersebut adalah infografis tentang profesi konselor genetik yang menjelaskan deskripsi pekerjaan gaji dan pendidikan yang dibutuhkan. Gambar ini tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak dan bersifat informatif.,safe,,image,https://www.instagram.com/p/DVr3P2AjnM7/
stemforkids_153.jpg,Gambar tersebut adalah infografis tentang profesi Polysomnographic Technologist yang menjelaskan deskripsi pekerjaan gaji dan pendidikan yang dibutuhkan. Gambar tersebut menampilkan ilustrasi seseorang yang sedang tidur dengan alat medis yang terpasang dan tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak. Secara keseluruhan gambar ini bersifat informatif dan edukatif.,safe,,image,https://www.instagram.com/p/DVr3P2AjnM7/
stemforkids_154.jpg,"Gambar tersebut adalah infografis tentang profesi ""Dosimetrist"" yang menjelaskan deskripsi pekerjaan gaji dan pendidikan yang dibutuhkan. Gambar tersebut menampilkan seseorang yang sedang berbaring di mesin radiasi untuk pengobatan kanker dan tidak mengandung konten yang tidak pantas untuk anak-anak. Secara keseluruhan gambar ini bersifat informatif dan edukatif.",safe,,image,https://www.instagram.com/p/DVr3P2AjnM7/
stemforkids_155.jpg,Gambar tersebut adalah infografis tentang profesi Anesthesiologist Assistant yang menjelaskan deskripsi pekerjaan gaji dan pendidikan yang dibutuhkan. Gambar tersebut tidak mengandung konten yang berbahaya atau tidak pantas untuk anak-anak dan bersifat informatif.,safe,,image,https://www.instagram.com/p/DVr3P2AjnM7/
stemforkids_156.jpg,Gambar tersebut menampilkan sekelompok anak-anak yang sedang bermain dengan berbagai alat dan makanan seperti biji-bijian marshmallow gummy worms dan nasi. Tidak ada elemen dalam gambar yang bersifat seksual kasar atau berbahaya bagi anak-anak sehingga gambar ini aman untuk dikonsumsi anak-anak. Gambar ini tampak seperti ilustrasi edukatif yang menyenangkan.,safe,,image,https://www.instagram.com/p/DVr3_2hDKwo/
stemforkids_157.jpg,Gambar tersebut menampilkan anak-anak yang sedang bermain dengan balok di lingkungan kelas atau penitipan anak. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan aktivitasnya bersifat edukatif serta positif.,safe,,image,https://www.instagram.com/p/DVr5qFaDhMi/
stemforkids_158.jpg,Gambar tersebut adalah materi promosi untuk kelompok bermain STEM yang menargetkan anak-anak usia K1 K2 K3. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan fokusnya adalah pada pendidikan dan pembelajaran. Gambar ini aman untuk dikonsumsi anak-anak.,safe,,image,https://www.instagram.com/p/DVr6mx3iSIL/
stemforkids_159.jpg,Gambar tersebut menampilkan balok LEGO berwarna biru dan teks informatif tentang kombinasi balok LEGO. Konten ini bersifat edukatif dan tidak mengandung unsur negatif apapun yang berbahaya bagi anak-anak. Gambar ini mendorong kreativitas dan imajinasi anak.,safe,,image,https://www.instagram.com/p/DVr7Xl7jTmV/
stemforkids_160.jpg,Gambar tersebut menampilkan karakter LEGO yang sedang mempromosikan perkemahan musim semi dari Code Ninjas. Gambar ini cerah dan menyenangkan serta tidak mengandung konten yang tidak pantas atau berbahaya bagi anak-anak. Secara keseluruhan gambar ini aman untuk dikonsumsi anak-anak.,safe,,image,https://www.instagram.com/p/DVr8-prDo_A/
stemforkids_162.jpg,Gambar tersebut memperlihatkan dua anak yang sedang mengamati sesuatu di dalam wadah plastik di halaman rumput. Tidak ada elemen dalam gambar yang mengandung konten berbahaya atau tidak pantas bagi anak-anak sehingga gambar ini aman untuk dikonsumsi.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_163.jpg,Gambar tersebut memperlihatkan dua anak yang sedang mengamati sesuatu di dalam wadah plastik di halaman rumput. Tidak ada elemen dalam gambar yang mengandung konten berbahaya atau tidak pantas bagi anak-anak sehingga gambar ini aman untuk dikonsumsi.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_164.jpg,Gambar tersebut memperlihatkan seorang anak laki-laki yang sedang memegang seekor kadal di depan teman-temannya di luar ruangan. Tidak ada konten yang berbahaya atau tidak pantas dalam gambar ini sehingga aman untuk anak-anak. Gambar ini menunjukkan interaksi yang tidak berbahaya dengan alam.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_165.jpg,Gambar tersebut menampilkan seorang anak laki-laki yang tersenyum dan mengenakan pakaian olahraga di lingkungan luar ruangan bersama anak-anak lain. Tidak ada konten yang berbahaya atau tidak pantas dalam gambar ini sehingga aman untuk dikonsumsi anak-anak. Gambar ini menunjukkan suasana positif dan kegiatan yang sehat.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_166.jpg,Gambar tersebut menampilkan seorang anak perempuan yang sedang berkebun di luar ruangan bersama teman-temannya. Tidak ada konten yang berbahaya atau tidak pantas dalam gambar ini sehingga aman untuk anak-anak. Aktivitas berkebun adalah kegiatan positif dan edukatif.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_167.jpg,Gambar tersebut memperlihatkan dua anak perempuan yang sedang menanam sesuatu di kebun. Tidak ada elemen dalam gambar yang mengandung konten berbahaya atau tidak pantas bagi anak-anak sehingga gambar ini aman untuk dikonsumsi. Aktivitas menanam juga merupakan kegiatan positif dan edukatif.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_168.jpg,Gambar tersebut menampilkan seorang anak laki-laki yang sedang memegang ulat. Tidak ada elemen dalam gambar yang bersifat seksual kekerasan atau berbahaya bagi anak-anak sehingga gambar ini aman untuk dikonsumsi.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_169.jpg,Gambar tersebut menampilkan beberapa anak yang sedang berada di luar ruangan mungkin sedang berkebun atau bermain. Tidak ada indikasi konten yang tidak aman atau berbahaya bagi anak-anak dalam gambar ini dan terlihat seperti aktivitas yang tidak bersalah.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_170.jpg,Gambar tersebut memperlihatkan seorang anak laki-laki yang sedang melihat cacing di tangannya. Gambar ini tidak mengandung konten yang berbahaya atau tidak pantas bagi anak-anak dan justru menunjukkan interaksi dengan alam yang positif.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_171.jpg,Gambar tersebut menampilkan dua anak laki-laki yang sedang bermain dan tertawa. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini. Gambar ini menunjukkan interaksi positif dan aktivitas fisik yang sehat.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_172.jpg,Gambar tersebut menampilkan karakter LEGO yang sedang mempromosikan perkemahan musim semi Code Ninjas. Gambar ini cerah dan menyenangkan serta tidak mengandung konten yang tidak pantas atau berbahaya bagi anak-anak.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_173.jpg,Gambar tersebut menampilkan seorang anak laki-laki yang sedang memegang wadah berisi ulat. Tidak ada konten yang berbahaya atau tidak pantas bagi anak-anak dalam gambar ini dan aktivitas tersebut tampak edukatif serta positif.,safe,,image,https://www.instagram.com/p/DVr9ZrjDmtL/
stemforkids_174.jpg,Gambar tersebut memperlihatkan dua anak laki-laki yang sedang mengamati serangga di dalam botol plastik di halaman rumput. Tidak ada elemen dalam gambar yang bersifat seksual kekerasan atau berbahaya bagi anak-anak sehingga gambar ini aman untuk dikonsumsi. Gambar ini menampilkan kegiatan yang tidak berbahaya dan edukatif.,safe,,image,https://www.instagram.com/p/DVsAhBnGNEr/
stemforkids_175.jpg,Gambar tersebut memperlihatkan tiga anak-anak yang sedang mengamati sesuatu di dalam wadah transparan di luar ruangan. Tidak ada indikasi konten yang tidak aman atau berbahaya bagi anak-anak dalam gambar ini dan aktivitas yang dilakukan tampak positif dan edukatif.,safe,,image,https://www.instagram.com/p/DVsCZCviULp/
